key_0,artist_name,track_name,release_date,genre,lyrics,romantic,communication,spiritual,sad,feelings,danceability,valence,energy,topic,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,positive,negative
1624,tedeschi trucks band,right on time,2016,blues,apologies night conscience wouldn sleep word keep follow miracle come undo complications week lack seek smile come alive share wine right time poor feet maybe asleep sorry home dignity defeat lack seek share time spin wheel mind share time spin wheel mind share time spin wheel mind share time spin wheel mind,0.001223813746429342,0.06396109536375214,0.00122381374654649,0.0012238137453012413,0.0012238137076084161,0.6559772670412722,0.6252189783814006,0.417968948124623,night/time,0,14,0,0,8,0,2,11,11,4
1625,robert randolph & the family band,got soul,2016,blues,wiedersehen wiedersehen meet sweetheart lovely fly away time come kiss like teardrops start true wiedersehen sweetheart,0.27852935745086743,0.003999390884644382,0.003999390837882589,0.14994837464913968,0.003999390786408014,0.5018133024319843,0.4370587322905725,0.6760561889575207,romantic,0,6,0,0,4,3,2,3,4,0
1626,dr. john,the bare necessities,2016,blues,look bare necessities simple bare necessities forget worry strife mean bare necessities mother nature recipes bring bare necessities life wander roam couldn fonder home be buzzin tree look rock plant glance ants maybe bare necessities life come look bare necessities simple bare necessities forget worry strife mean bare necessities rest ease bare necessities life relax backyard like act work hard spend time look want live think bout tell true bare necessities life bare necessities life come walk pounce roof talk bout bare necessities life wisdom understand sleep bare necessities life,0.0009041005919656113,0.25044874004616197,0.06315655573056678,0.0009041006254258435,0.0009041005826757225,0.4986877999748891,0.6584358450432422,0.5010558272311115,world/life,5,5,1,2,2,3,1,3,7,9
1627,the record company,feels so good,2016,blues,wanna right today lookin wanna right today tire bein stun somethin control control control taste lips want want want come feel good feel good feel good doin want know shouldn feel good feel good feel good doin want know shouldn turn green light babe yeah turn green light babe yeah somethin control control control taste lips want want want come feel good feel good feel good doin want know shouldn feel good feel good feel good doin want know shouldn come babe feel good alright whew come yeah baby polite polite yeah hold arm hold arm time hold arm time hold arm yeah feel good feel good feel good doin want know shouldn feel good feel good feel good doin want know shouldn doin want know shouldn doin want know shouldn feel good feel good feel good doin want want want want baby yeah alright whew,0.07806149446483457,0.00034018615055713525,0.00034018612748293043,0.0003401861340612596,0.3064392316904992,0.4350856764786303,0.5504809592806823,0.6384921462129205,feelings,0,24,0,0,26,0,22,24,28,0
1628,joe bonamassa,what i've known for a very long time,2016,blues,matter cause chase street misery wait recognize know long time long years walk door search give wait recognize know long time trouble baby time time hours need best friend finally sleepless nights make make right girl strong baby good need chase street misery cause wait recognize know long time trouble baby time time hours need best friend finally sleepless nights make make right girl strong baby good need chase street misery cause wait recognize know long time,0.0008082237725797282,0.20165874420612276,0.07445923409280987,0.0008082238090719668,0.052612393675981126,0.6234924166257783,0.40334846583319145,0.6321292782682756,night/time,3,21,5,3,10,3,4,6,10,10
1629,jamie n commons,not gonna break me,2016,blues,come need know yeah need know cold outside live need know yeah need know wanna play game gonna break gonna break gonna break gonna break time gonna break gonna break gonna break time time gonna break time hello pain hurt bleed life yeah bleed life prayer sweet need know yeah need know gonna play game gonna break gonna break gonna break gonna break time gonna break gonna break gonna break time,0.017393079501486323,0.0007044204677512765,0.013012271423849772,0.3755887489633705,0.0007044204031738246,0.599304900869433,0.17763574817527966,0.6839147882432175,sadness,1,7,0,2,1,2,16,1,1,3
1630,black mountain,space to bakersfield,2016,blues,space bakersfield listen will able hit digital space bakersfield space bakersfield listen listen space bakersfield space bakersfield listen listen,0.006838116827451768,0.006838117012165094,0.006838117129059949,0.006838116931551032,0.006838116827451768,0.33171272950250563,0.14050131510286318,0.932733748892769,music,1,0,0,0,0,0,0,0,0,1
1631,tedeschi trucks band,keep on growing,2016,blues,leave play streets unknowing fleet lately dreamer look look away young girl shake stage walk right life doorway story gotta grow grow grow yeah stand steer face lover feel strange grow treat understand take hand tell lose say gonna alright grow grow grow yeah baby baby know leave huge walk hand inhand forever know time go change lord know lover go grow grow grow overdue gotta grow grow grow yeah gotta grow grow grow yeah,0.05632676555158018,0.11402131573826585,0.05583569468015583,0.07266967807018261,0.029681421292481663,0.3012540922695557,0.4789174936531421,0.8089690646263733,world/life,2,22,3,3,22,5,6,20,24,6
1632,benjamin booker,right on you,2017,blues,start selfish damn want right think right right right right yeah right yeah right block key like touch gold fine stop kid days live forever right right right right yeah right yeah right death hard hard hard imagine death hard hard hard imagine right right right right yeah right yeah right,0.0011303161147624232,0.0011303160069989061,0.0011303159662303616,0.0011303159813663636,0.0011303159626131233,0.2995522139669433,0.25112582760713176,0.9204335401020348,night/time,4,3,4,2,0,2,2,0,1,4
1633,the black angels,life song,2017,blues,float darkness await transmission drift mission wine pour dear dear stream creation try catch laughter blind darkness go bitter heart figure distance trillion away dear even follow explain voice travel upside world unknown artificial henchmen sacrificial mission lose explode star die send die die warn explain voice travel upside world unknown explain travel upside world unknown explain die today die die die,0.11682228469055378,0.07558943861078245,0.0015655771115780663,0.1042309422969286,0.0015655770077891086,0.3453630681356066,0.07354952325363445,0.9192848404994745,violence,4,7,1,15,2,11,5,6,9,16
1634,goodbye june,good side,2017,blues,time time want knife want decent life color get younger line step cross yeah cross yeah cross easy flood gate break gonna climb gonna mountains gonna swim youthful fountains water deep ride mind till time black fly head good black fly head good need need know truth proper show decent life color get younger high walk water yeah walk water easy flood gate break gonna climb gonna mountains gonna swim youthful fountains water deep ride mind till time black fly head good black fly head good black fly head good easy flood gate break gonna climb gonna mountains gonna swim youthful fountains water deep ride mind till time black fly head good black fly head good black fly head good,0.0004835972343020424,0.00048359725096693164,0.0004835972297793459,0.00048359726799103946,0.07682326943600254,0.3923930842907149,0.3545050737468713,0.8452520747661755,violence,3,16,0,9,11,11,11,13,17,11
1635,the black angels,estimate,2017,blues,leave spring think lose felt shoot kill children protective raise height lose sensation search home think mistake remember head tuck kind seductive handle gonna lose darling shoot gonna lose darling shoot leave know convert stay poison water leave die protect remember hide kind seductive shoot shoot shoot shoot,0.08012149093513041,0.2402331735948176,0.035850288719425416,0.0016378576280032192,0.0016378574901310164,0.4525728553560357,0.316920357830073,0.7932951897160373,violence,12,2,5,15,4,11,7,4,7,18
1636,black pistol fire,hearts of habit,2017,blues,record little late wrong go know better baby know better break heavy heart holy rollers hearted cryin door hidin cold shoulder hearts shatter bruise batter hang rafter come wait tire break smile know better baby know better break heavy heart holy rollers hearted cryin door hidin cold shoulder heart shatter bruise batter hang rafter come wait misery doubt hand eye wave white flag know hard know better baby know better break heavy heart holy rollers hearted cryin door hidin cold shoulder heart shatter bruise batter hang rafter waitin,0.000922911287856726,0.2266822226529515,0.0009229112616961037,0.4024854022228924,0.0009229113185017613,0.4707034307864151,0.3465573599049171,0.667049017821391,sadness,7,6,1,8,5,6,8,6,11,18
1637,death from above 1979,all i c is u & me,2017,blues,racists smile friendly face walk shake hand try fake need fail glass season pass peepshow seat cheaper romance dead ghost haunt favourite place romance dead ghost haunt favourite place children drool famous face wish trade place shout mime tasteless know theory sober morning bore know lazy away crazy crazier better tell fear ghost haunt underneath porno magazine taunt romance dead ghost haunt favourite place romance dead ghost haunt favourite place romance dead ghost haunt favourite place,0.0942649898313861,0.10620100221337704,0.03835824139334488,0.12210621299712815,0.0008568980680253813,0.3574392285374429,0.5431136800111965,0.7353354140109308,violence,4,7,2,20,7,7,7,9,9,14
1638,black pistol fire,fever breaks,2017,blues,tell tell dream tell leave tell real leave cry loud racket voice head scream shout weak knees thank hard sleepwalk deadend streets know write bone push right mind know write face fight hide fever start start start mess paper stall stories tell tell know write bone push right mind know write face fight hide fever start tell tell dream tell leave tell real leave know write bone push right mind know write face fight hide start start start start start start start start start,0.0007759401402419343,0.4516611827966812,0.0007759401298524012,0.244583914768608,0.0007759402329153178,0.2806045897792125,0.19837232343777408,0.7861860872786244,violence,5,13,3,9,0,5,6,2,2,11
